userid,amount,usercurrencyamount,usercurrencycode,provider,countrycode,market,coins
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,40
ce928d85-0eea-4429-920e-957c2e1d67c0,0.43,0.65,aud,paypal,nz,au,900
115258ca-c56e-4c64-9c77-9c8f629f7221,0.36,2.49,dkk,paypal,dk,gb,164
cb23c6e5-cf3a-4c50-a634-0cd449e65c1e,0.34,0.31,eur,paypal,ie,gb,15
b604c866-ed18-4922-be7f-a3b9f91445b0,0.24,0.2,chf,paypal,ch,gb,2535
ef2bf3ec-d802-4d62-bec1-df0a5323911c,0.25,0.23,eur,paypal,be,gb,375
2dab6a6a-aada-41d5-9f30-db965ab65b52,0.91,1.32,aud,amazon,nz,au,1320
50edf707-56bc-4008-bf91-3df763bc6a33,0.51,0.76,aud,paypal,nz,au,386
42a91470-7f12-45e0-bc40-9d0a52ceaf81,1.41,2.0,aud,paypal,nz,au,526
89c49e5f-b242-433c-a8f8-6dfba9002565,5.97,4.5,chf,paypal,ch,gb,180
ce928d85-0eea-4429-920e-957c2e1d67c0,0.43,0.65,aud,paypal,nz,au,360
22a53c9e-9377-455e-9b3f-2039f3d50e78,1.92,2.83,aud,paypal,nz,au,180
4c1c1131-2420-4346-afd6-b4564d615d37,2.53,2.09,chf,paypal,ch,gb,600
94201fa7-1986-44bc-a420-c272503baa45,1.0,10.19,nok,paypal,no,gb,2394
0d3d67eb-f234-4674-94f0-85d30384e01f,0.81,0.7,eur,amazon,be,gb,668
71f1688b-68b3-4702-9369-14999b460713,0.37,3.89,nok,paypal,no,gb,1794
70da9ff8-6504-46b7-b6a4-6b8267838bac,8.12,12.07,aud,paypal,nz,au,1188
3369f9b4-54f3-4ed3-95d1-323f9fe7a936,2.66,2.3,eur,paypal,be,gb,400
accf8d4c-979a-436c-9434-45e5609c738f,0.85,0.76,eur,paypal,at,gb,1340
917684c9-792d-4d77-a455-8ede3b635863,0.42,4.4,nok,paypal,no,gb,960
91c360ca-cc32-433a-a6c1-585edbdbaea3,0.76,0.69,eur,paypal,be,gb,420
75979683-46d6-4f02-b431-b11db56cc918,1.0,0.92,eur,paypal,at,gb,420
a8e8a256-a96e-4189-bd20-fa63f30e4cbf,1.67,1.52,eur,paypal,at,gb,60
aa5d9427-4744-4876-b829-8f2fa5797763,0.89,9.24,nok,paypal,no,gb,20
7f7085a0-3add-4318-abb2-88e77b693249,3.01,2.54,chf,paypal,ch,gb,371
43f79c1c-73df-48b6-89f1-c6f8e69cb111,6.47,5.84,eur,paypal,at,gb,550
0dbc9898-0657-47be-9761-a939f191c4c4,0.34,0.31,eur,paypal,ie,gb,1411
a984b983-7d44-40d0-9f9d-dd3f7e200dde,0.05,0.34,dkk,doctors_without_borders,dk,gb,765
78998b0b-7b34-4ea8-928d-98d847cb8ce7,2.01,20.8,nok,paypal,no,gb,135
8a769358-c30f-4c03-9119-466f8df3cdea,2.68,2.32,eur,paypal,be,gb,3510
a64c70dc-709f-455c-8a10-f9b746044234,1.62,2.34,aud,paypal,nz,au,180
d4595c26-cd4c-48ae-ba53-5762cd0dc238,0.1,0.09,eur,amazon,at,gb,80
48f84a01-6029-4922-92c0-2e8bfb75cca9,0.1,0.68,dkk,doctors_without_borders,dk,gb,80
48f84a01-6029-4922-92c0-2e8bfb75cca9,0.21,1.49,dkk,paypal,dk,gb,80
fe53a319-7a53-41a2-aa70-f9e6ed85be55,1.41,2.0,aud,paypal,nz,au,45
f6b30f36-9168-4c8d-ab89-c564e58227eb,2.65,2.37,eur,paypal,at,gb,8130
d3508c88-4cdd-40d9-848f-736028e27657,0.91,0.83,eur,paypal,at,gb,100
ae59bf01-fe3d-4a97-bc45-e76bdede5b2f,0.66,0.6,eur,amazon,at,gb,30
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.43,0.39,eur,amazon,be,gb,3572
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.16,0.15,eur,paypal,be,gb,3572
cc2a67df-c835-4d1a-b5f7-b4ac2eefd672,3.38,2.82,chf,paypal,ch,gb,4966
fe7e79bb-5edf-4f11-a30d-7987327a97aa,0.14,0.13,eur,clean_air_task_force,be,gb,1440
27074258-4849-4b94-838b-82681662327e,2.28,2.0,eur,paypal,be,gb,18517
f59ff9f1-cdfd-4ac7-a4fd-5c7d32f3bbe1,8.05,7.21,eur,paypal,be,gb,1080
38cab3f1-880e-473b-8ea7-ec0aca369636,2.47,3.42,aud,paypal,nz,au,2210
8e4aff36-3db9-4372-b39f-55a47e8e8f37,5.5,4.64,chf,paypal,ch,gb,300
91c360ca-cc32-433a-a6c1-585edbdbaea3,0.76,0.69,eur,paypal,be,gb,20
cc93092d-c3d1-4b04-a002-9be6c251d83c,1.3,13.48,nok,paypal,no,gb,10
5b464506-4da8-4075-899b-d5932b617725,0.32,3.36,nok,paypal,no,gb,2904
c1a5b9f2-18e4-4cd4-b190-953bfcc13f73,0.56,0.47,chf,clean_air_task_force,ch,gb,5853
c1a5b9f2-18e4-4cd4-b190-953bfcc13f73,2.08,1.77,chf,paypal,ch,gb,5853
41a7d219-0437-4101-baff-10e17f807199,1.62,1.48,eur,amazon,be,gb,8182
6f3f62cb-94bd-435a-b934-1438fd1dc0f0,2.3,2.03,eur,paypal,be,gb,8269
c103e115-263c-4d46-b486-a8be2deee20f,2.3,2.05,eur,paypal,at,gb,1077
17f18157-a880-4b4f-9b23-722b7b27f7ee,4.08,6.06,aud,paypal,nz,au,580
8a769358-c30f-4c03-9119-466f8df3cdea,2.68,2.32,eur,paypal,be,gb,994615
a652b50b-5ecd-4b42-bfc0-9a2f0077a641,1.88,2.76,aud,paypal,nz,au,192750
83b84a05-dd54-4627-8206-787735a6f6f8,2.42,2.0,eur,paypal,ie,gb,63
ba09054e-955e-441b-80b5-6c8777cc6a99,2.57,2.08,chf,paypal,ch,gb,4512
afea0216-106c-463f-95ec-d5fe9457a04b,1.4,2.06,aud,paypal,nz,au,7264
e13eb1c5-8474-47cb-8bd6-8bbae61d0d70,1.44,2.13,aud,paypal,nz,au,778
d260412f-c408-4f2a-b8e0-7cc9367efbd1,2.26,2.05,eur,paypal,at,gb,18306
26fd30ed-33ed-4df6-a32c-156cb2af55bf,0.33,2.27,dkk,paypal,dk,gb,4874
b228c776-6bb6-468e-ac10-4466853efd5c,1.01,0.93,eur,paypal,be,gb,1306
aee3f172-4503-4139-9302-240257eed4c6,1.77,2.64,aud,paypal,nz,au,1666
3c2b0fbf-a7d9-423b-836f-75292083f435,0.22,0.2,eur,paypal,be,gb,510
0bb4a50f-6ee0-43cb-aa97-bb013f88c0a6,1.84,1.69,eur,paypal,ie,gb,1176
dc1aa88b-73c8-4056-9815-18279bd4fa51,2.01,13.35,dkk,paypal,dk,gb,225
7dc07f61-46a4-499f-9c2b-410d7acb444a,2.92,4.31,aud,paypal,nz,au,15
bb7a7e3f-7233-4885-b6f5-8faf31e9f4ad,0.08,0.08,eur,paypal,be,gb,4650
f939507a-9372-4406-acd9-204b19eef214,0.19,0.29,aud,paypal,nz,au,2670
0dbc9898-0657-47be-9761-a939f191c4c4,0.34,0.31,eur,paypal,ie,gb,9750
c9b60416-5e9e-402b-a362-62ad3cc1e0eb,0.56,0.51,eur,paypal,fi,gb,560
fab697b9-c0da-4b42-b43c-579ce355abfa,11.04,9.34,eur,paypal,ie,gb,7140
60af993c-a0b5-4669-96a6-da9101b4eba9,2.37,2.01,eur,paypal,at,gb,4901
0af49d2e-f35e-4953-bdbd-79a8eb67f183,0.62,0.55,eur,amazon,at,gb,13038
cc75dfa3-4557-4709-9db5-d0fc12937a61,0.38,2.6,dkk,paypal,dk,gb,3552
dc6fcce5-66bc-495e-b844-8a3510f5a661,6.88,5.7,eur,paypal,be,gb,3015
1a0666b3-5617-42a4-8095-085d6eba0465,0.39,0.58,aud,paypal,nz,au,703
2c338154-4bdb-4808-943c-7238a480ed11,0.24,2.45,nok,paypal,no,gb,4811
e63f8cf9-f0e6-4345-9817-4649b8c9e095,2.66,2.26,eur,paypal,be,gb,9533
8549f9f1-5b51-46c7-a36e-c03cb54906c2,0.05,0.6,nok,ukraine,no,gb,4590
284e0e39-eee5-4f21-a5d6-d4b019f1a698,0.74,0.63,eur,amazon,at,gb,5180
678b03cf-748a-4b5b-933e-e8fea013f0e5,1.43,2.05,aud,paypal,nz,au,1390
ee00bf35-be7d-4fe7-9e98-ab52ee2668a8,0.22,2.26,nok,paypal,no,gb,1120
93d36204-bcbb-4702-8016-11aceeac814a,2.43,2.14,eur,paypal,be,gb,3587
85c92745-5ecb-47a7-a02c-7f79360dd862,0.43,2.9,dkk,paypal,dk,gb,1967
d4f0eac3-8b3b-4595-867c-c0f2f32b88bf,0.29,2.0,dkk,paypal,dk,gb,586
4ecb3a8b-0436-435d-90f5-4230ad567ffb,2.76,2.28,eur,paypal,be,gb,5378
03e02eee-ae0b-441f-b51c-66c2ee37956b,0.19,2.01,nok,paypal,no,gb,652
3ed589f0-b31d-4cd1-86aa-05bdf53c1651,0.82,0.75,eur,paypal,be,gb,8652
c132e84a-5b9c-40fb-bfea-a2290192cc35,5.65,4.44,eur,paypal,be,gb,4737
82f70420-26df-4235-a708-2d24726428f5,0.17,0.15,eur,ukraine,be,gb,305
b47da1e7-f7bc-4eda-a63f-224287c0edf0,0.15,0.14,eur,paypal,be,gb,39370
cc19d05c-7a68-42fb-8503-931460d1854b,0.77,5.29,dkk,paypal,dk,gb,5139525
ce928d85-0eea-4429-920e-957c2e1d67c0,0.43,0.65,aud,paypal,nz,au,318
50425012-604c-40b1-b811-f2dc341f8fa2,0.33,2.26,dkk,paypal,dk,gb,80
126fd073-9252-4061-a158-1fcd655c3b11,0.23,0.2,eur,amazon,at,gb,3392
d9f75f16-c857-454a-b34c-1f5ba6937d5b,2.47,3.61,aud,paypal,nz,au,2542
e701a411-5d95-4cee-96a8-78cc15a5b807,0.36,0.32,eur,paypal,be,gb,420
a64c70dc-709f-455c-8a10-f9b746044234,1.62,2.34,aud,paypal,nz,au,100
285a4f1b-6866-425b-8fc3-45673ff79ed5,0.31,2.03,dkk,paypal,dk,gb,495
2c931b9b-0208-4e78-9a47-35a1aefcef1f,2.13,3.16,aud,paypal,nz,au,670
60f1197f-1f64-4aab-bc2e-6acd0abe4b43,2.12,3.1,aud,paypal,nz,au,40690
b228c776-6bb6-468e-ac10-4466853efd5c,1.01,0.93,eur,paypal,be,gb,200
4ecb3a8b-0436-435d-90f5-4230ad567ffb,2.76,2.28,eur,paypal,be,gb,610
536d5d63-3bed-4b1f-bc95-eb3101960a38,0.25,0.23,eur,paypal,be,gb,326
fc76a299-2261-44cb-bdad-a5d3a191a3a0,0.85,8.95,nok,paypal,no,gb,6170
cb23c6e5-cf3a-4c50-a634-0cd449e65c1e,0.34,0.31,eur,paypal,ie,gb,945
48f84a01-6029-4922-92c0-2e8bfb75cca9,0.1,0.68,dkk,doctors_without_borders,dk,gb,440
48f84a01-6029-4922-92c0-2e8bfb75cca9,0.21,1.49,dkk,paypal,dk,gb,440
b8865ffa-c2bb-42e9-84c5-b7d530ec67e5,0.35,0.52,aud,paypal,nz,au,180
22950057-0112-446e-a3c6-c7ca0aa618fb,0.39,0.58,aud,doctors_without_borders,nz,au,3420
22950057-0112-446e-a3c6-c7ca0aa618fb,1.22,1.81,aud,paypal,nz,au,3420
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,120
1378121a-d770-49f8-883e-ea917b1132e8,2.31,2.01,eur,paypal,ie,gb,87
ba041d2d-8027-48b5-8b27-52bce57117d7,1.83,2.72,aud,paypal,nz,au,102
1843479a-4ac5-49cc-9e6f-7387809d7d9f,2.34,2.06,eur,paypal,at,gb,360
4f4a32a7-71ac-494b-b677-a837235f9d94,0.69,0.63,eur,amazon,be,gb,360
aa5d9427-4744-4876-b829-8f2fa5797763,0.89,9.24,nok,paypal,no,gb,146
82f70420-26df-4235-a708-2d24726428f5,0.17,0.15,eur,ukraine,be,gb,105
bb87d005-03d3-4ced-bb08-a371b104778f,0.9,6.19,dkk,paypal,dk,gb,210
4f16fed6-265e-48b2-b308-3b6cf93e83f6,2.25,3.26,aud,paypal,nz,au,300
fe6cc3c4-eea5-48e1-8440-f0c0d6a9646d,0.19,0.17,eur,paypal,be,gb,1900
aa5d9427-4744-4876-b829-8f2fa5797763,0.89,9.24,nok,paypal,no,gb,4060
cc93092d-c3d1-4b04-a002-9be6c251d83c,1.3,13.48,nok,paypal,no,gb,160
cd474afd-2a48-46f6-b292-1c96fb9c7c55,0.05,0.07,aud,paypal,nz,au,1100
c9b60416-5e9e-402b-a362-62ad3cc1e0eb,0.56,0.51,eur,paypal,fi,gb,40
8dc2f49a-1806-481a-9789-a3f2cdb93d71,0.41,0.62,aud,paypal,nz,au,1020
53ce65e6-4950-4c15-aea1-8f137027d398,0.7,0.64,eur,paypal,be,gb,560
844ead2c-1907-4f6f-a3db-f4560acaf6b9,3.41,4.97,aud,paypal,nz,au,570
bc3cb714-d6aa-4e1e-b8a8-2f71b683f586,2.45,2.0,eur,paypal,ie,gb,27
bb87d005-03d3-4ced-bb08-a371b104778f,0.9,6.19,dkk,paypal,dk,gb,18045
f7511d95-cb7c-4249-9492-aeea59aef1de,2.34,2.06,eur,paypal,ie,gb,289
ae59bf01-fe3d-4a97-bc45-e76bdede5b2f,0.66,0.6,eur,amazon,at,gb,720
8db25e34-4687-451a-ac00-5b4dce00c487,4.07,42.41,nok,paypal,no,gb,3420
98c3919b-5e49-48a9-951d-4bc518206064,0.52,0.75,aud,paypal,nz,au,560
1378121a-d770-49f8-883e-ea917b1132e8,2.31,2.01,eur,paypal,ie,gb,16
fc2ea63f-e434-4187-ba0a-69699c7a1c04,0.67,0.61,eur,amazon,at,gb,170
b47da1e7-f7bc-4eda-a63f-224287c0edf0,0.15,0.14,eur,paypal,be,gb,148
03a8df88-a068-4ed2-abd6-97184b1b7424,0.23,0.21,eur,amazon,at,gb,26685
7b71c71f-f0e9-4f01-8682-ce8e448cd50f,0.32,0.28,eur,amazon,be,gb,60
7b71c71f-f0e9-4f01-8682-ce8e448cd50f,0.74,0.68,eur,paypal,be,gb,60
56bd52b4-0d02-4a8e-8095-ef1973b67ed9,0.26,2.71,nok,paypal,no,gb,11075
297661d6-b768-4e8c-8f58-f88ae1c4d5a3,3.44,5.1,aud,paypal,nz,au,140
78998b0b-7b34-4ea8-928d-98d847cb8ce7,2.01,20.8,nok,paypal,no,gb,40
57e3ec57-8329-497a-968a-b770200a2e8e,2.61,2.01,eur,paypal,at,gb,64
afea0216-106c-463f-95ec-d5fe9457a04b,1.4,2.06,aud,paypal,nz,au,75
cf4cedc8-64bc-44cb-b949-feba427bdfb4,2.08,1.77,chf,paypal,ch,gb,60
0407c4bb-f404-4d44-b827-53e283d50d7d,0.49,0.44,eur,paypal,be,gb,60
26d8afe8-f0bf-45a5-adb1-34551487b2d5,2.64,2.3,eur,paypal,be,gb,90
50edf707-56bc-4008-bf91-3df763bc6a33,0.51,0.76,aud,paypal,nz,au,120
ce928d85-0eea-4429-920e-957c2e1d67c0,0.43,0.65,aud,paypal,nz,au,18
91ace08d-8897-4bed-827a-1adb57380012,0.36,0.52,aud,paypal,nz,au,15
2f536c26-5704-4ecd-b077-c188a464e14c,1.11,1.01,eur,paypal,be,gb,20
65ec8aad-6c72-4768-ab86-585f8ed6d89e,3.43,2.74,eur,paypal,be,gb,11575
c21caaf2-7bb0-45f6-b26f-610cbc1fadd8,1.81,2.6,aud,paypal,nz,au,19948
b8f9b8ad-53e2-4878-b7a3-df5a574e4104,2.85,4.16,aud,paypal,nz,au,3098
dc1aa88b-73c8-4056-9815-18279bd4fa51,2.01,13.35,dkk,paypal,dk,gb,5105
5aa3b76e-8260-4ac1-b3d8-0ce51917a45e,2.03,2.98,aud,paypal,nz,au,268
b6779fec-96f6-4386-a60c-70b64a3b40e6,2.6,2.34,eur,paypal,at,gb,1019755
e4e38999-2a40-45f8-bbf7-7449cec7c5ef,0.22,0.2,eur,paypal,be,gb,59260
250243a2-cd59-4fb6-9796-c8916c50566b,2.31,2.07,eur,paypal,fi,gb,2600695
77c8570f-8bb7-41cd-b151-ece6db06931c,0.31,2.1,dkk,paypal,dk,gb,3970950
c9b60416-5e9e-402b-a362-62ad3cc1e0eb,0.56,0.51,eur,paypal,fi,gb,58900
77957e5f-144f-4c5b-8a34-1dedc4bdbdc2,0.23,0.21,eur,paypal,at,gb,4652
2c37bd28-4bd9-49c5-a6ca-7787d4625e2d,0.89,0.82,eur,amazon,be,gb,8160
ec7aacca-946e-427b-9610-e1d91ecdb951,3.29,2.84,eur,paypal,be,gb,11714
d34cfcaf-f37e-48d1-a0a8-ea6d31dc27b4,2.54,26.57,nok,paypal,no,gb,3682
93d36204-bcbb-4702-8016-11aceeac814a,2.43,2.14,eur,paypal,be,gb,44
f3ceb992-a1ce-45de-b20a-143673caaa6e,0.2,0.19,eur,ukraine,fi,gb,972
2d0b254c-de01-4480-933f-9ca1939a38aa,0.18,0.16,eur,paypal,be,gb,852
dccc77ab-cb9a-4533-a73a-d4e97cc4aba3,1.82,2.65,aud,paypal,nz,au,490
f5a4b595-8da0-4aed-94ea-0690d3f7c7c2,1.19,1.09,eur,paypal,fi,gb,148
d3508c88-4cdd-40d9-848f-736028e27657,0.91,0.83,eur,paypal,at,gb,1276
b3eb7818-739b-4c0c-a9a3-e78cf2267381,2.34,2.11,eur,paypal,ie,gb,2500
c7c7dfca-7030-4742-94fd-e09639bdd016,0.38,0.56,aud,paypal,nz,au,2338
114713cf-7380-49de-a8a8-056ba15d5633,2.47,2.07,chf,paypal,ch,gb,101260
fc2ea63f-e434-4187-ba0a-69699c7a1c04,0.67,0.61,eur,amazon,at,gb,2530
8db25e34-4687-451a-ac00-5b4dce00c487,4.07,42.41,nok,paypal,no,gb,5970
d596165d-3bdd-4f43-86fb-33f07da14936,0.27,0.4,aud,paypal,nz,au,1695
962df120-6ed2-4895-9897-9bf54c4b1afd,2.39,2.15,eur,paypal,at,gb,1500
8e4aff36-3db9-4372-b39f-55a47e8e8f37,5.5,4.64,chf,paypal,ch,gb,780
91503cbe-0e57-4b8b-895b-e2a7dc167ddb,2.81,4.13,aud,paypal,nz,au,228
b84a4ffa-8e45-43c9-a3f6-af82bc6f37c2,0.31,2.16,dkk,paypal,dk,gb,90
070ac5f8-766c-4065-8a31-6736f91165f1,3.49,3.08,eur,paypal,fi,gb,8910
c86c7e62-5dde-495e-8ee0-0541b227ed0b,6.64,9.65,aud,paypal,nz,au,8154
437fe63d-7853-4f1e-a763-ee74a5cede64,0.25,2.64,nok,paypal,no,gb,8574
489d693f-295e-4c5e-9363-e31e749b594d,2.36,2.09,eur,paypal,ie,gb,9630
7f24ec35-bd19-48c2-bf66-4968f2e7f601,0.28,2.9,nok,paypal,no,gb,7370
1d7d5961-1ebc-4c61-8f7f-3d03639d5449,3.21,2.82,eur,amazon,at,gb,3440
4d3b735d-3911-4afa-912f-7c792815df98,0.88,0.8,eur,paypal,be,gb,2270
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,515
5af799c6-4962-4306-8334-d83b68c7bcea,2.65,2.38,eur,paypal,at,gb,1839
89001479-f722-414d-9e66-e5054c669a7f,0.13,0.19,aud,paypal,nz,au,1118
2fb5af79-8be0-4306-b1c3-15b501acf691,0.16,0.14,eur,paypal,be,gb,13156
83b84a05-dd54-4627-8206-787735a6f6f8,2.42,2.0,eur,paypal,ie,gb,11400
aba2d319-fa13-4a2d-b067-736e70a9738d,1.37,2.01,aud,paypal,nz,au,598
1128750b-39e0-4a6f-a063-ddc189dae822,14.33,20.05,aud,paypal,nz,au,951
849a7232-90a0-4695-b301-fb4b57ca0260,1.3,2.01,aud,paypal,nz,au,1507
f678b51c-b200-4b59-a826-7e5049343d81,0.85,1.26,aud,paypal,nz,au,3639
1bbdcc5e-5f16-46f2-a141-b62f6d6247a0,0.31,2.05,dkk,paypal,dk,gb,673
bd4af55d-0270-4056-82b5-c5f1049c273c,0.35,2.36,dkk,paypal,dk,gb,2246
8d72614f-0554-4c0c-9418-3fec9bb04d6d,1.41,1.29,eur,paypal,at,gb,661
8a0412cc-735a-433b-aa3a-9267adb4eb3c,0.3,2.06,dkk,paypal,dk,gb,3574
ee77982a-e77b-47d7-a399-c3a6d641e17f,0.97,0.87,eur,amazon,be,gb,1172
3cb0dc05-8b0d-4ae4-b3c7-2ddf5d71a8cf,2.5,2.06,chf,paypal,ch,gb,344
9496e2a7-efbf-4e77-9f61-39b866456d5d,9.74,8.65,eur,paypal,at,gb,870
7e3a7410-bf66-4e37-8f32-8bc48a31ec49,0.3,2.01,dkk,paypal,dk,gb,1250
79f10376-9b7c-4898-9c50-a4061fe56c6e,4.59,6.77,aud,paypal,nz,au,84
89eadb03-f227-4241-81cd-9e9dd2764e45,0.27,0.25,eur,paypal,ie,gb,2429
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.43,0.39,eur,amazon,be,gb,1100
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.16,0.15,eur,paypal,be,gb,1100
414284d4-a975-41e3-85af-29339cfbb095,0.16,0.14,eur,paypal,be,gb,17460
1843479a-4ac5-49cc-9e6f-7387809d7d9f,2.34,2.06,eur,paypal,at,gb,136
cc93092d-c3d1-4b04-a002-9be6c251d83c,1.3,13.48,nok,paypal,no,gb,500
a64c70dc-709f-455c-8a10-f9b746044234,1.62,2.34,aud,paypal,nz,au,3600
0cb46cd7-611e-4517-abf0-914149db5025,2.3,2.07,eur,paypal,at,gb,204
3d047ebd-a690-42d7-9e2f-6c2e750445af,2.26,3.2,aud,paypal,nz,au,1300
e25afb18-1b29-446b-9b95-40321fdade4e,3.85,25.98,dkk,paypal,dk,gb,1453
57e3ec57-8329-497a-968a-b770200a2e8e,2.61,2.01,eur,paypal,at,gb,1010
1ccda775-50f9-4101-a002-4e35e6637ef0,0.35,0.52,aud,paypal,nz,au,140
f5a4b595-8da0-4aed-94ea-0690d3f7c7c2,1.19,1.09,eur,paypal,fi,gb,3140
414284d4-a975-41e3-85af-29339cfbb095,0.16,0.14,eur,paypal,be,gb,900
15223744-61ab-4c96-b086-8e794bf34be2,0.27,0.24,eur,paypal,be,gb,60
f73d4b2e-0481-4cee-9391-c8298630d654,2.74,2.43,eur,paypal,be,gb,575
2c931b9b-0208-4e78-9a47-35a1aefcef1f,2.13,3.16,aud,paypal,nz,au,660
86340919-0f60-4e17-9dba-ab74779d86d8,0.34,3.5,nok,paypal,no,gb,660
8a6e7f14-a5c3-4d4e-8b97-560e9f2b5236,0.17,0.16,eur,clean_air_task_force,be,gb,2310
71e00c06-24f8-4245-9c04-3f6ccb3286ec,0.15,0.14,eur,reward_link,ie,gb,105
85ef06df-cfb7-4d3e-ab8f-a2824daa0856,0.3,0.27,eur,paypal,be,gb,9800
0991e249-0b45-4ada-93e6-4974369e98da,0.42,0.39,eur,paypal,be,gb,1680
d319d4a0-1644-45ee-9c74-c923e6f93c9e,2.12,2.1,usd,paypal,kr,asia,450
bb87d005-03d3-4ced-bb08-a371b104778f,0.9,6.19,dkk,paypal,dk,gb,57
e88b35cc-3d07-4200-902c-497b490e4449,2.41,2.07,eur,paypal,be,gb,1
0bd6dcb1-aa5b-4ff0-b06f-16711a2a4a0a,1.62,2.23,aud,paypal,nz,au,13
1c378875-aabc-466f-b052-2dbeae8d6e56,4.49,4.02,eur,amazon,at,gb,68
dd578604-8a61-4b9f-98c3-c9595b29d677,0.11,1.17,nok,paypal,no,gb,110
e526f614-4832-4cc0-b2b0-50feb6f702db,1.11,1.0,eur,amazon,be,gb,680
e526f614-4832-4cc0-b2b0-50feb6f702db,0.35,0.32,eur,paypal,be,gb,680
bbfda8d0-dcc4-43c3-8644-03e019f49e83,0.22,0.2,eur,paypal,be,gb,32
34be1e4e-622a-4c92-a2d0-7c7a023ddfbd,1.38,2.02,aud,paypal,nz,au,11160
566257bc-4e4c-4ec0-867a-07b75d0f5790,2.74,2.28,chf,paypal,ch,gb,990
c163844e-19b6-4d5d-962d-42252e61435b,2.38,2.01,chf,paypal,ch,gb,36
917684c9-792d-4d77-a455-8ede3b635863,0.42,4.4,nok,paypal,no,gb,3
ae93b6f0-ee6e-49fc-af67-38b8db6f965e,2.12,3.11,aud,paypal,nz,au,643
1a0666b3-5617-42a4-8095-085d6eba0465,0.39,0.58,aud,paypal,nz,au,300
0c19e26c-4a73-4793-ace9-80bfc6036fd7,1.5,2.16,aud,paypal,nz,au,800
c103e115-263c-4d46-b486-a8be2deee20f,2.3,2.05,eur,paypal,at,gb,80
ade04b0c-919a-4c3e-9125-986fa35c43d2,0.27,0.24,eur,paypal,be,gb,9
9999ee53-c9f4-40e7-8fda-fb111ac6e4bd,0.18,0.16,eur,paypal,be,gb,440
0107c22b-ec33-423e-8936-5708928a819a,1.14,11.86,nok,paypal,no,gb,5
0107c22b-ec33-423e-8936-5708928a819a,1.14,11.86,nok,paypal,no,gb,10
d7685b76-e7ea-4490-b4c0-d52f43e8c117,1.18,1.07,eur,doctors_without_borders,be,gb,120
5f9b0849-c58c-4c5a-b33e-4f83ca6a6bfa,0.34,0.32,eur,amazon,at,gb,6816
6617e73a-b421-4d1c-9e8b-99750690e326,1.38,2.0,aud,paypal,nz,au,13387
75571ecd-5916-4677-875e-82ba977b29e5,0.31,0.45,aud,ukraine,nz,au,8330
75571ecd-5916-4677-875e-82ba977b29e5,1.33,1.97,aud,amazon,nz,au,8330
ce979004-d259-4ab9-9662-6d5121bf8e6b,0.2,0.16,eur,doctors_without_borders,be,gb,11322
73ed8d47-48d2-4ea4-8780-90d3cc03fcdb,0.79,1.14,aud,doctors_without_borders,nz,au,6770
22a53c9e-9377-455e-9b3f-2039f3d50e78,1.92,2.83,aud,paypal,nz,au,1848925
42b84b40-6202-45a4-a6da-e0613d209963,0.16,1.73,nok,ukraine,no,gb,275975
42b84b40-6202-45a4-a6da-e0613d209963,0.58,6.07,nok,paypal,no,gb,275975
8f771c2e-e952-47f2-844f-38f307231c48,2.63,17.5,dkk,paypal,dk,gb,3699075
1bbdcc5e-5f16-46f2-a141-b62f6d6247a0,0.31,2.05,dkk,paypal,dk,gb,965750
65ece640-32af-4636-93f0-a407d0ee2f68,4.52,3.92,eur,paypal,fi,gb,4116
2dab6a6a-aada-41d5-9f30-db965ab65b52,0.91,1.32,aud,amazon,nz,au,6040
a9a9843c-eafd-4968-983e-3fb2d68aa70e,1.14,1.04,eur,paypal,at,gb,524
bb7a7e3f-7233-4885-b6f5-8faf31e9f4ad,0.08,0.08,eur,paypal,be,gb,1256
0bd6dcb1-aa5b-4ff0-b06f-16711a2a4a0a,1.62,2.23,aud,paypal,nz,au,4298
cc2fa109-c59a-4a8d-b8e1-9ef49b2c4f74,0.38,2.64,dkk,paypal,dk,gb,14646
f8c1dff6-2c5a-4a0e-b02b-8b2c6b769be8,2.5,2.21,eur,paypal,at,gb,5968
b1dd42a4-d4fe-4daa-91c7-b40c20a8ad27,0.06,0.7,nok,ukraine,no,gb,926
d7983d61-c500-4a60-9eeb-3dc92f00ac09,1.81,2.71,aud,paypal,nz,au,428
84ac8ab2-5029-45ee-9747-01e73b31b5eb,0.7,0.64,eur,paypal,at,gb,2176
b3eb7818-739b-4c0c-a9a3-e78cf2267381,2.34,2.11,eur,paypal,ie,gb,31600
7e7f1eaf-6751-4080-b38c-b111afc89a45,1.78,1.51,chf,paypal,ch,gb,1360
483a8b93-8716-4b9d-a97b-4f5bc9d4efba,1.41,2.02,aud,paypal,nz,au,189210
bf038b35-08a4-41cf-9ab8-b6316b771b94,0.18,0.15,chf,paypal,ch,gb,2055
