userid,amount,usercurrencyamount,usercurrencycode,provider,countrycode,market,coins
3e368b45-5f8d-468c-8e7a-d0e831966236,2.72,2.66,usd,amazon,us,ios-us,135
56c8e401-fe86-43a9-a83f-283fac1bbd0a,2.14,2.01,usd,paypal,us,us,900
95cba799-7e88-4a4f-9e09-31320079ede7,3.1,3.1,usd,paypal,us,us-staging,13
7d2db918-e379-4126-aed2-3f843ae5a8ca,0.59,0.59,usd,paypal,us,ios-us,284
3b6522c3-3981-410e-a9fe-8fe7d8d6a735,0.45,0.45,usd,amazon,us,us-staging,180
0d976a27-7b78-417b-af8b-b3f154a55097,1.82,1.81,usd,paypal,us,ios-us,1200
21156e22-33d8-4ad0-b4af-a3922917d822,2.71,2.66,usd,paypal,us,us,140
d3a162c1-c720-4f70-a41a-aa676329de75,2.06,2.03,usd,paypal,us,us,70
a448dda3-d31a-4028-972e-0ecb7c116c6e,0.6,0.6,usd,paypal,us,us,520
410aedf2-3dd0-4df8-8871-acb0ea6c28c6,2.56,2.55,usd,paypal,us,us-staging,8550
0468af51-319b-4378-8eae-62d0971f4c4d,0.65,0.65,usd,amazon,us,us,140
beeea464-60c2-4b59-8b72-4e590866c74b,2.99,2.97,usd,paypal,us,us,26
8eb0665f-4c69-4d01-818b-d03894d99b13,2.1,2.1,usd,paypal,us,ios-us,100
ee1a4294-fb1f-45a0-8821-d984904770ae,1.07,1.04,usd,amazon,us,us,300
4a1fd4a3-c661-4d44-a8dc-b4b722a9fd59,2.1,2.1,usd,target,us,us-staging,45
73378530-e591-441d-92e3-586cdaf2a16b,0.74,0.73,usd,paypal,us,ios-us,30
4a1b20a9-7d3e-4090-8105-2e97d7b58ff4,0.09,0.09,usd,amazon,us,us,780
05a4c5f4-2bf4-48f7-9f0b-19c043f7ce49,2.64,2.61,usd,paypal,us,us-staging,90
71798270-f7a5-4bc6-95c6-1afe67f3bb2b,3.37,3.28,usd,paypal,us,us-staging,8
82dc31f9-eaf6-484f-933f-be44f57f8959,2.73,2.66,usd,paypal,us,ios-us,2920
7ea563b8-83d6-42b6-b4ac-c81df139dcca,2.74,2.71,usd,paypal,us,ios-us,660
ad327a0d-f0b7-4289-b651-6b36a011a137,1.08,1.08,usd,paypal,us,us,4
94b56b5d-581b-42c6-bc2e-65e4e17a1884,2.17,2.15,usd,paypal,us,us-staging,30
2ec1ce31-5790-4df0-aae1-1fbc2a085051,1.07,1.06,usd,paypal,us,us,1540
2cfba108-87d0-4b82-99a4-9585e27d1f8c,2.04,2.01,usd,paypal,us,us-staging,2660
dc0003b8-3eae-4c2d-80b5-b74d8036ca5b,2.33,2.3,usd,paypal,us,us-staging,15
aad48b78-e026-4199-a30b-d2a71ce1fe3f,1.29,1.23,usd,paypal,us,ios-us,850
e6986939-3416-4ea9-ab59-09dc5414d30e,2.09,2.04,usd,paypal,us,us,45
eafb03c6-6f55-4b96-9ed1-29d9c98deec6,2.02,2.02,usd,paypal,us,ios-us,135
6c7fd2c7-c09a-49e9-9d27-d0b1fc3a2f42,4.82,4.78,usd,paypal,us,us,135
3f8816a9-a56d-4b4d-a728-15c70efdb7f4,8.28,8.21,usd,paypal,us,us-staging,2310
aff17e16-eac7-44a6-b6da-f839a4360f6d,2.36,2.2,usd,paypal,us,us,5540
fde22d3b-ced6-4457-9bc3-a479db67d2a9,2.83,2.69,usd,paypal,us,us,2385
94dcec67-883a-4586-827a-6ee50a51b118,2.17,2.04,usd,paypal,us,ios-us,9600
4b689651-85ec-4c7d-9319-b9d874ccafa7,4.94,4.91,usd,paypal,us,us-staging,80
8d9e4664-6117-4200-ba27-299b838314c8,2.32,2.22,usd,paypal,us,ios-us,850
12a837a2-d2b4-4705-9a9f-22ebc4ba5fb9,7.07,6.97,usd,paypal,us,us,52
0007c3a1-ab2f-4154-a8eb-309e37b51988,2.65,2.6,usd,paypal,us,ios-us,2010
0c931977-7915-4a10-8761-28091a0d0640,4.97,4.84,usd,paypal,us,us,500
3d1efc71-0126-49fb-9d50-ac98ff6f3e79,4.97,4.96,usd,paypal,us,us,740
3d1efc71-0126-49fb-9d50-ac98ff6f3e79,0.77,0.77,usd,ukraine,us,us,740
36c170eb-e90d-44fa-b204-84126c6cd637,3.4,3.37,usd,paypal,us,us,80
3d69e864-ee72-40ae-b60e-78b85b643a95,3.2,3.15,usd,paypal,us,us,3
1a3b7fea-358d-47c6-8d6d-f9f9ba70856a,2.56,2.52,usd,paypal,us,us-staging,29
14b92b86-31df-48c6-abac-d4cd355bdb06,10.76,10.19,usd,paypal,us,us,120
b95c2906-2018-468a-9ebd-6db1ea6115c6,0.74,0.72,usd,amazon,us,ios-us,30
80320eed-6de7-4d73-bab9-8dc4ab2916be,4.68,4.59,usd,amazon,us,us,160
399c37b5-adfa-4238-afe8-aeb36c15e844,2.17,2.1,usd,paypal,us,us,180
d4646639-9519-4aa9-9f40-f21d6299e7b9,2.13,2.05,usd,paypal,us,us,4700
12eaf58f-0a91-4036-884e-8af2468e59bf,2.57,2.51,usd,paypal,us,us,6
8c635467-299d-425e-87bd-a72f5d1711b1,0.2,0.19,usd,clean_air_task_force,us,us-staging,600
b1b77794-9061-4b39-99d5-e77afdf3951c,6.06,5.91,usd,paypal,us,us,1351
94c949a4-1883-4d9f-930c-21e2194b9524,1.65,1.64,usd,paypal,us,us,59
f415fd78-3e26-4e9c-831d-9a59862b8d8d,1.09,1.08,usd,amazon,us,ios-us,15
e9128943-12ec-4e98-965f-a036be620320,2.07,2.04,usd,paypal,us,us-staging,5
51c27cd5-ce5e-43e0-aa8e-fd5f62bd27ac,3.07,3.02,usd,amazon,us,us-staging,260
22dd4013-03c6-448a-b0ce-37cda65d2bf0,2.17,2.12,usd,paypal,us,us,7780
a10130a2-f531-4a8c-aaac-2d20393afda5,2.05,2.0,usd,paypal,us,ios-us,50
71d44e81-69ae-4120-a9fe-17e09499649a,0.29,0.29,usd,paypal,us,us,150
71d44e81-69ae-4120-a9fe-17e09499649a,1.78,1.78,usd,amazon,us,us,150
f03dba54-e1ec-495f-9ecb-c5716fca5bb6,1.27,1.27,usd,ukraine,us,us-staging,30
8b7cc980-ba1a-4dd1-9e7f-f4bd62ec6c66,2.21,2.17,usd,paypal,us,us,26
cb3f952e-bb15-4b30-baad-18a54a149fbb,13.29,12.96,usd,amazon,us,us,1100
16ec7e51-4aa5-483b-bb49-e5b7f897827f,14.77,14.73,usd,paypal,us,us-staging,58
dae6e9b5-5641-4c28-b513-dafe6c5749af,2.74,2.73,usd,paypal,us,ios-us,6
689abdb4-c692-43dc-9068-fa26daa48868,0.36,0.36,usd,amazon,us,us-staging,4
a278d7dd-f7dd-4aa3-acf1-784471b7eafe,2.03,2.0,usd,paypal,us,us,10
35fec37f-f2ca-4aef-9456-a05b085b5939,0.54,0.54,usd,amazon,us,ios-us,30
af483769-6014-4ba2-ad8c-2bd1e4bd048c,4.95,4.77,usd,paypal,us,us,13
a114b94d-b5bb-4070-b9cf-604d75ad56d6,0.11,0.11,usd,amazon,us,us,2
373d87a9-9721-48af-8079-0675e7bc31c7,0.33,0.33,usd,paypal,us,ios-us,10
d51cc1f3-946a-47b1-843b-be9eef2f35e3,0.73,0.73,usd,paypal,us,ios-us,1388
036fe562-d8dc-4c04-9ca9-cd3f63fb7e9d,2.21,2.06,usd,paypal,us,us,5217
bd9a1a18-6930-4e56-8846-1288e99e1c05,3.21,3.19,usd,paypal,us,us,2967
8abdc33f-56a6-48bd-8db1-6aa01b69814e,1.41,1.41,usd,paypal,us,us-staging,5307
a448b551-5449-4900-8dcc-3debdd47ead1,3.21,3.21,usd,paypal,us,us-staging,3932
0984eac1-ad73-4553-bc36-2d6a98d7d84f,6.48,6.22,usd,google_play,us,us,4782
5aa33f22-7a5a-462e-a76e-78fe3a0cf2b9,3.36,3.26,usd,paypal,us,us,6900
a84fc259-a89d-45f3-b467-d1c8410d26c1,10.55,10.35,usd,amazon,us,us,1869
f8849163-b244-4e6d-9c90-1954b612829a,2.12,2.0,usd,paypal,us,us,3943
29c01809-d74a-4208-8ea8-845ed448170e,2.06,2.01,usd,paypal,us,us,3825
7324d4bf-1973-4ff1-8daa-04645608468a,8.0,7.38,usd,paypal,us,us,2287
4019b1c3-48f0-4365-a135-82acc47e7b48,7.42,7.2,usd,paypal,us,us-staging,4859
ce56a440-7737-45bd-b9a0-8582497eb910,1.27,1.27,usd,amazon,us,us,3489
cf175036-2930-44c5-8caf-fd7e1144e498,1.31,1.31,usd,paypal,us,us,1026
dd6a13c9-526b-4ecd-a79e-a86b39f0ebfd,3.41,3.35,usd,paypal,us,us-staging,1630
3b725e9e-1ac0-4c53-9ba5-a618642e5ad2,2.8,2.75,usd,paypal,us,ios-us,2099
ca3d5f1d-82b2-4c48-9523-237dda1b79f0,2.96,2.88,usd,paypal,us,us,7280
0423066d-32de-4697-b1b8-4a2488bdf36a,2.19,2.03,usd,paypal,us,us,3998
f782e488-2fa1-4a51-adb3-71b0ae5def39,2.25,2.22,usd,paypal,us,us,1848
083db007-4b69-4fc9-9880-606699a5691d,6.59,6.39,usd,paypal,us,us,2458
6350a3e0-6762-4202-823d-c2727b6a8e8a,2.39,2.36,usd,paypal,us,us,2135
c8970075-10e8-420e-bc61-a38ceaf513cd,0.09,0.09,usd,amazon,us,us,8153
84701b5c-e9c1-46a4-b219-891c8e0dd4a4,2.56,2.42,usd,paypal,us,us,1522
5f88e246-9994-40f5-b2eb-a988c65b1803,15.49,14.96,usd,paypal,us,us,2456
daed1924-934d-45b9-9373-34eae42828d7,0.31,0.31,usd,amazon,us,us-staging,380
2d14ebe8-3065-47d8-bb1e-702f5c3f93d0,2.15,2.03,usd,paypal,us,us,213
bc84eef7-da6e-4d67-a6e6-ce0b76979007,0.47,0.47,usd,paypal,us,us,284
9aebb586-c1d5-4dc9-a90c-81bb41efae91,2.99,2.96,usd,paypal,us,ios-us,3454
59a34ac6-8a1b-4029-949b-aa33f2fc0926,1.09,1.04,usd,amazon,us,us,1606
a79c71f7-7d11-4e14-aeec-059b2416c155,2.64,2.47,usd,paypal,us,us,1139
30132e3f-13ed-4210-9368-a864626c10c6,2.36,2.26,usd,paypal,us,us,1938
23954041-d4fa-4960-bc6b-53b5ba52be0e,2.23,2.1,usd,paypal,us,us-staging,1200
54c5dd73-2ffd-46c8-be2c-26a0fa82eeeb,3.31,3.27,usd,paypal,us,ios-us,18230
ecb97e5b-1e1b-4bf0-a510-9ba3a764b190,3.31,3.31,usd,paypal,us,us,6480
ca97afd8-0caf-4b7b-87cf-2f89591a60c8,1.23,1.23,usd,amazon,us,us,16530
3e74966b-b560-4ef5-94d7-5a855d73804c,6.35,6.3,usd,paypal,us,ios-us,24240
2c6653b8-3181-4da1-98ce-96bf918feab4,8.76,8.61,usd,paypal,us,us-staging,10322400
9e591542-6c47-442a-a3a7-e1c5db632edd,3.5,3.43,usd,paypal,us,us,1727300
877caa92-4555-4d7b-9b4f-40a23dcc7e96,3.35,3.32,usd,paypal,us,us,4255030
3ff26799-6c10-4a35-9f79-ba1097b143a5,2.54,2.53,usd,paypal,us,ios-us,361900
116ff0f2-884e-437b-8d59-76e3066e258c,1.27,1.26,usd,amazon,us,ios-us,3350
ff83a8ec-025c-4d3e-b1d8-966e1458667a,2.06,2.03,usd,paypal,us,ios-us,339150
3750f2e5-d6ac-4c77-93ff-924cd8536199,2.15,2.01,usd,paypal,us,us,900
56cf77dc-e584-443f-99e2-ee0a4eb1020e,2.26,2.26,usd,paypal,us,ios-us,41860
56cf77dc-e584-443f-99e2-ee0a4eb1020e,0.89,0.89,usd,ukraine,us,ios-us,41860
01a47a6d-0e4b-4a40-b551-b24646c10d86,3.12,3.1,usd,paypal,us,ios-us,69580
e11f4fe4-7a68-4f1b-bf54-7bfd24cc5621,3.85,3.77,usd,paypal,us,ios-us,151580
9b61b6e9-37ee-4c9b-bafc-5068db1c9b83,2.15,2.03,usd,paypal,us,us,250
cbf8eb7d-7d33-4a71-b8ea-d0df468f7aa4,0.25,0.25,usd,paypal,us,ios-us,515
577eea9f-fd49-4d0b-aef4-02188545be9e,2.23,2.17,usd,paypal,us,us,55
86ac44bc-bd7a-4900-9525-d8fdc7869e05,2.18,2.16,usd,paypal,us,us,5798
f3643ce8-3bb8-48c7-a33b-02d7f71d53a7,1.13,1.13,usd,amazon,us,us,10628
1f20b5a0-006d-41ea-b3ff-ab4ea2be0e75,4.83,4.77,usd,amazon,us,us-staging,24924
ceb253ed-4a9b-4980-af67-b88a0b3d8fb8,9.69,9.55,usd,paypal,us,us,2908
ef9b66bf-92ab-4663-bebf-04bb9f96e3b7,4.68,4.59,usd,paypal,us,us-staging,18576
27521397-4fcb-4a08-8702-ffa1d7c302c8,1.48,1.48,usd,paypal,us,us-staging,30666
265b3004-9261-47f2-a46d-56e2fde3f40b,7.81,7.62,usd,paypal,us,us,4644
c920702e-400a-4a91-8002-7cbee7e5278f,0.11,0.11,usd,amazon,us,us,9184
a210d412-a547-4ab3-bf63-24d3299889c4,11.63,11.5,usd,paypal,us,us-staging,15610
438e2805-a5fb-4d09-8b2d-c15a774c7c53,2.35,2.23,usd,paypal,us,us-staging,5010
39a8e247-19c2-4ea3-9be6-6ff916227462,1.1,1.1,usd,paypal,us,us-staging,1788
4ebc2102-d4ac-4d88-968c-5afefe8b9fe2,11.87,11.52,usd,paypal,us,us,950
478ba6e7-4e56-438a-bb20-9066add65fab,3.37,3.37,usd,paypal,us,us-staging,1294
8672e7ce-67e9-4d3c-9746-ebc7e5f4599a,2.59,2.57,usd,paypal,us,us,7558
69b44d73-39f1-4932-b49d-5e60fd5000b1,2.05,2.04,usd,paypal,us,us,1602
6313a38a-d67d-46c4-b627-5125a2059c6e,2.97,2.96,usd,paypal,us,us,708
e8194c71-86c1-43f9-b730-a4581e3d3ece,2.35,2.3,usd,paypal,us,us,4676
b4dac291-77d4-477d-ad54-b101db5f6944,0.37,0.37,usd,paypal,us,us,4268
f571dbd8-0772-40ae-9573-dc88f4533e01,4.59,4.47,usd,paypal,us,us-staging,2206
03a3669e-0d97-48dc-bd50-c5fdfabca3ff,5.2,5.12,usd,burger_king,us,us,4104
7a713c53-a5fa-498d-bac2-4fb435cb7dc0,0.99,0.99,usd,paypal,us,us-staging,944
e1b662b4-bf28-491f-b9b0-df009b539227,2.02,2.0,usd,paypal,us,us,7982
cb949485-79b0-4e0f-b6e7-020c0979cebb,0.76,0.76,usd,paypal,us,us-staging,248
eb6049a0-498d-418c-90ea-da9b51ca23cb,0.59,0.58,usd,amazon,us,us,15548
562f6ec2-9cc5-4a4e-af2e-a3883dff6560,2.82,2.8,usd,paypal,us,us,1218
44e0fd3e-fca6-4216-b5f9-d74155b6368d,2.44,2.42,usd,paypal,us,us-staging,1852
9d0be57f-f418-40c1-aeec-5ed37b4a4cfa,2.12,2.09,usd,paypal,us,us,225
a430ffe8-b100-4d33-a19f-0247f645b91b,5.21,5.17,usd,paypal,us,us,290
a0c912db-4a2a-499c-b1ca-a910ee9079b3,2.15,2.09,usd,paypal,us,us,725
69c81343-c71e-42e7-bf22-f20e4c0f0f4e,2.06,2.01,usd,paypal,us,us,5115
4fb3447e-da15-4b36-b2a7-ab8d4008bd1c,15.43,14.99,usd,paypal,us,us,3060
67066735-77f3-4f05-ae39-9660af167b0d,1.21,1.21,usd,paypal,us,us,675
3e24c530-b3a8-4186-abb4-5dedee161fc8,5.37,5.24,usd,paypal,us,us-staging,3000
e808a0ee-5097-4a96-bcb2-be40ab0b451d,2.03,2.0,usd,paypal,us,us-staging,345
ab21217e-59ea-4ae5-b134-2f611aea6fe7,2.37,2.36,usd,paypal,us,us,360
63d0d1f1-a1a9-4633-a72f-8158a343b854,1.36,1.36,usd,paypal,us,ios-us,27
9eb6ce8b-ff85-43cf-949b-a6062c3327c8,0.38,0.38,usd,paypal,us,ios-us,1720
24357892-f841-4be9-8cc4-210fd4e1fb37,0.9,0.9,usd,paypal,us,ios-us,780
cfd001d5-5b28-47a6-a0e8-df7d243950b4,2.19,2.16,usd,paypal,us,ios-us,880
212242ce-289e-4416-bd47-660b16b7fee6,1.47,1.47,usd,paypal,us,ios-us,990
06b1885f-8ad6-4f8c-8120-7b995b8708a2,2.69,2.67,usd,paypal,us,us-staging,8342
f4e4c0e6-4421-488f-ae8e-c45813808078,0.32,0.31,usd,amazon,us,us,730
f825570f-808e-4e1c-9ca8-d0297db0234e,2.63,2.61,usd,paypal,us,us-staging,9200
5884ae7f-3a60-417e-92c8-73e0c0dcf55a,1.06,1.06,usd,paypal,us,us,6420
c9518870-4ffe-4b51-8ffb-bd73a7cae7f2,10.13,9.56,usd,paypal,us,us,860
fd94b2d9-b34e-4282-8b45-7a5027aa3c0a,9.16,9.01,usd,amazon,us,us-staging,1480
4c248e53-d428-49b0-a415-5dfe78f144a9,2.23,2.17,usd,paypal,us,us,1670
eca27cc0-966a-4d78-a9de-8f6eaf8091c4,7.54,7.39,usd,walmart,us,us,4370
4952df63-e6e9-4088-ac38-1a7d85db9317,3.88,3.82,usd,paypal,us,us-staging,330
3b423d74-188e-4d70-aa16-f207f646f546,2.37,2.32,usd,paypal,us,us,1490
a72b6b35-73b2-4294-8aba-1c807ef86df8,2.36,2.29,usd,paypal,us,us,5135
02151974-e845-49cb-82b2-709dde052722,2.09,2.03,usd,paypal,us,us,1121
0c0decd2-8b92-4859-887d-ae057c080bf6,0.13,0.12,usd,amazon,us,us,2210
9a3807f4-c3d9-4646-bb82-85e01b108079,13.96,13.67,usd,amazon,us,us,11360
d0bb5e6c-3602-4dcb-93d8-f2b867609e3b,2.82,2.68,usd,paypal,us,us,2839
6b18deaf-ca14-4738-8284-6eaccc87292e,2.1,2.03,usd,paypal,us,us-staging,1403
eecec08f-8343-434d-a7a3-8abec57fae8b,2.87,2.81,usd,paypal,us,us-staging,1869
73787fef-dc7b-4572-ab99-cff9f7aa95f3,3.0,2.98,usd,paypal,us,us,1248
aeddd467-7efd-437c-a805-2d7e1cb30bcd,0.84,0.83,usd,paypal,us,ios-us,7670
3e53caeb-211e-401a-b94b-09fe514105f7,0.51,0.51,usd,amazon,us,ios-us,12670
d27b2e6c-bd25-4d73-acfc-53d07a8799b4,2.15,2.05,usd,paypal,us,us-staging,1540
7615e5da-f89d-4f2c-97c6-c09dfc1e9cf0,2.77,2.73,usd,paypal,us,ios-us,574
771e1ec9-c5dd-47e4-8377-4a71935463e4,4.99,4.92,usd,paypal,us,ios-us,3439
92842f10-50a2-4dcf-acb8-0811f8424bda,1.0,1.0,usd,paypal,us,ios-us,2734
aac932c3-c9af-4cff-9b42-4140c306cefd,2.88,2.83,usd,paypal,us,us,2269
c9c50f8e-837e-41d3-b0fd-232bdc890cf5,1.12,1.1,usd,paypal,us,us,622
cc3142ef-6a6e-4445-8216-8cdb4d9ec18f,2.99,2.98,usd,paypal,us,us-staging,610
e429509a-6c0d-4929-97f9-70340bf335f1,2.31,2.27,usd,paypal,us,us-staging,1707
4d93f04e-2acf-4f5e-b0b5-0867ad654e80,0.36,0.36,usd,amazon,us,ios-us,825
abcb506d-cd33-4e7b-9855-89dd09eb0afb,2.19,2.17,usd,paypal,us,ios-us,2410
2e95a97a-26dd-4f80-a71b-e09475e587e4,5.7,5.6,usd,paypal,us,us,2200
e1691e2a-7efb-40f4-bc15-a8f4d28add0a,0.55,0.55,usd,paypal,us,ios-us,390
3b12bcca-1d0d-483e-815a-444c368a1ed0,5.28,5.01,usd,paypal,us,us,580
b630d510-4dae-418d-a265-3eacfc461803,2.06,2.06,usd,paypal,us,us,5891
c730231c-71e5-4a8a-aefb-8c6794ced26a,4.18,4.07,usd,paypal,us,us-staging,1350
c0d3181d-d304-454f-ab03-97361b1aa467,4.32,4.27,usd,paypal,us,us,1040
c726e1c2-420f-479a-8d9f-79d86c314d71,2.31,2.3,usd,paypal,us,us,1390
831d78db-d41a-4106-8ae5-ce4993fa97aa,2.12,2.05,usd,paypal,us,ios-us,15742
c6ab3592-6834-47b9-8a86-291008d3fb29,2.24,2.13,usd,paypal,us,us-staging,5372
6ecf8914-648b-4352-a2c6-27e0e9766f28,2.85,2.84,usd,paypal,us,us-staging,7470
ed38952f-80d6-4f55-b353-1131bf601df5,0.15,0.15,usd,paypal,us,us,1208
f89e857a-a15c-43c7-927f-2da4dbf244e7,17.97,17.68,usd,paypal,us,us,1310
4bc4a208-fd8d-4da0-b07a-d8d021bee39f,2.25,2.19,usd,paypal,us,us,2504
90bc8738-d5b7-4a9a-b61b-cdcb9c9ec0f1,1.96,1.96,usd,paypal,us,us-staging,1645
e5176028-fec5-4347-b6ae-d480bd0b7914,2.39,2.31,usd,paypal,us,us,709
2c740554-828f-4a19-b966-747b7cfe7fa6,0.33,0.33,usd,amazon,us,us,15400
3966168a-f975-4287-8151-5783d409a381,0.11,0.11,usd,amazon,us,us,114
36409059-4292-4f5c-bf84-c2533304c4db,3.76,3.72,usd,paypal,us,us-staging,78
81c55a8d-94c7-4bbe-8291-b67ef1db49d3,1.95,1.95,usd,paypal,us,ios-us,3345
5bd2a1c5-9b0a-450f-ae38-977bc5a1a4c2,4.13,4.11,usd,amazon,us,ios-us,2760
5f5e0d5e-ce67-4237-acdb-157ac14a7cc1,2.06,2.03,usd,paypal,us,ios-us,10500
5274670f-9d2f-4f90-8e8e-07501c7a3293,2.1,2.01,usd,paypal,us,us-staging,94
7c9727df-95f8-4e61-86de-6e00d7bef81c,2.07,2.0,usd,paypal,us,us,488
5aef1871-c162-4ab7-bc80-846de6e84200,2.55,2.5,usd,paypal,us,us,2544
8b31afc9-1712-4599-8571-1b7ce5c0407a,3.01,2.96,usd,paypal,us,us,794
3f575f83-e575-487a-b0f4-d857f5219a15,2.42,2.39,usd,paypal,us,us-staging,2882
7914cc35-94fd-4073-9380-2f0e40cf5bc1,2.22,2.21,usd,paypal,us,us,870
930a816b-7344-4ce3-bd56-d0f5faa27a09,2.07,2.05,usd,paypal,us,us,442
8ac6c768-ba24-49e0-83de-76d93a2132fd,2.17,2.15,usd,paypal,us,us,6592
c234b1af-18e8-412d-a043-2404b45a8401,0.18,0.18,usd,paypal,us,us,174
d5f59797-f301-4c0b-b052-d57b0d837acb,2.21,2.14,usd,paypal,us,us,940
7f5e57bc-78b1-4b33-b7e4-2766d4698f77,2.29,2.29,usd,paypal,us,us,14850
36fc4567-ed95-4f72-8ce3-c6a2295ea65f,0.38,0.38,usd,paypal,us,us,1350
9ae5aa3e-0bb1-4c39-873b-24733d3c6c40,2.17,2.12,usd,paypal,us,us,14130
4e791787-ff10-4687-88f3-2809de608c05,1.99,1.99,usd,paypal,us,us-staging,7020
08de15e8-8f0f-42c2-ac35-289a68d6a148,0.38,0.38,usd,amazon,us,us,6500
78068607-7b8e-4090-bf89-5d38990567d5,1.21,1.21,usd,paypal,us,us,2100
1f649128-2728-4051-90ea-60d5c0466ad2,2.36,2.32,usd,paypal,us,us,640
0f0d02c4-0245-4071-bde9-8faab251adda,2.35,2.32,usd,paypal,us,us-staging,830
9dff8825-b4f3-4958-9844-cca5f041b2f0,2.57,2.49,usd,amazon,us,us-staging,380
1900526a-3890-4473-af7f-cb101bf4b974,2.34,2.34,usd,paypal,us,us-staging,910
42568551-5a04-4e2f-9153-5bacd5571213,2.77,2.76,usd,paypal,us,us-staging,828
0d4a1315-63d1-49b3-9ebc-0ec56c26b73b,0.76,0.76,usd,amazon,us,ios-us,5140
0d4a1315-63d1-49b3-9ebc-0ec56c26b73b,0.41,0.41,usd,paypal,us,ios-us,5140
7f2f1adf-4382-4586-8044-2b7ba2c4da07,1.36,1.36,usd,paypal,us,ios-us,5165
e1100ba8-a32d-4e22-86f0-0027ed2b51ce,0.28,0.27,usd,paypal,us,us,120
7d796c55-fcf1-4210-b283-8b4c72850496,2.57,2.54,usd,paypal,us,us,4154
e3161b3d-2038-4829-96c0-85c7046c2f99,0.05,0.05,usd,paypal,us,us,15
aa7cd4d0-e083-431d-843f-0cfa241e1e54,0.22,0.21,usd,amazon,us,us-staging,257
9c2cad21-dc9c-40eb-b367-a1308fcc8033,3.24,3.16,usd,paypal,us,us,323
738bd5d2-8714-41f7-a810-71964bcaf539,5.07,5.06,usd,paypal,us,us-staging,129
7a72de78-e18e-4a14-b757-301c7609b763,2.25,2.22,usd,paypal,us,us-staging,293
c2aad1d6-4ffd-422a-a23e-35929084e952,3.87,3.85,usd,paypal,us,us,15610
2b577e64-19d4-4c3b-810b-5a9665bfea8c,11.54,11.41,usd,paypal,us,ios-us,23560
adc4d926-1ed3-45ca-a4ba-fb4ebf88f1f3,2.16,2.05,usd,paypal,us,us,215
d4a0d22e-42ab-4715-8445-1b09797008c9,3.69,3.68,usd,paypal,us,us,95
52a4feb7-5772-42d3-90e8-cdeccbe449c5,1.57,1.56,usd,paypal,us,us,878
a38d1aa1-99c9-485e-bdfc-c7f8eefef8d2,1.32,1.31,usd,paypal,us,us,1380
edcce263-954a-4213-98df-a52521d53ebc,3.4,3.37,usd,paypal,us,us,240
a29a7ab6-b58d-404a-80d8-ee8dde3c4233,20.66,20.53,usd,google_play,us,us,200
b635afdf-d777-487c-9b7f-b12e7f7628db,4.68,4.63,usd,paypal,us,us,22110
ef1975fc-feea-4413-a297-18c8dfa506be,2.99,2.93,usd,paypal,us,us,320
18cce9ca-4ecc-4a18-ad69-572b361875c2,8.75,8.59,usd,paypal,us,ios-us,15
94aea0dc-98f9-4ffc-98a1-65b11ac4ab34,0.32,0.32,usd,amazon,us,us,7790
4e04c7f3-ebb8-46ed-b645-6c3867c0669f,0.67,0.65,usd,amazon,us,ios-us,1000
8c202d62-c026-46da-82b4-e847c6766b7f,0.21,0.21,usd,amazon,us,ios-us,12720
d7c4cc4f-90b5-4ec6-91c3-76a88045685e,2.26,2.15,usd,paypal,us,us,400
9582b362-1b74-4da4-94d7-93afd9fab3d7,0.08,0.08,usd,amazon,us,us,296
9f43df9a-de2e-4283-8fad-5d2e169859c2,2.04,2.0,usd,paypal,us,us,948
9e3f2b1d-15b1-4e6f-9815-d79bed4ef275,2.5,2.44,usd,paypal,us,ios-us,102
b351476f-bc7d-4fcd-96e8-19d3905a9074,2.18,2.12,usd,paypal,us,us,141010
267e20df-1b78-48dd-89af-3ce6d2c7906e,8.56,8.4,usd,paypal,us,us,133705
1afcbc73-2f8b-47ec-8330-0e3556372892,2.4,2.36,usd,paypal,us,ios-us,324700
3945775c-1a90-43e7-877b-26a0cf6d1c5c,4.54,4.5,usd,paypal,us,us,25205
ec8d02a9-8419-4131-813a-8f13b7877ee2,2.18,2.08,usd,paypal,us,us,1480
795e3f8f-64f8-404a-9731-9bd6309bb005,1.76,1.74,usd,paypal,us,us,1661550
51aafe3c-e7f9-40c2-a751-c1ad6217b61d,2.59,2.49,usd,paypal,us,us-staging,10850010
aa65e490-ad97-47a7-8d0a-a38df8c70369,8.35,8.31,usd,amazon,us,us-staging,487630
8914f5ad-e12b-453b-8034-0d0b30742d12,2.17,2.17,usd,amazon,us,us,491725
8914f5ad-e12b-453b-8034-0d0b30742d12,1.33,1.33,usd,paypal,us,us,491725
b79e596b-a2cd-421e-971d-4e605dee0930,2.11,2.0,usd,paypal,us,us-staging,7459515
9e1be88c-f8fc-44b7-9c8b-61d9d5f85300,0.4,0.4,usd,paypal,us,us-staging,86185
dff81d09-9f6e-421a-9677-327c7fce8339,2.45,2.37,usd,amazon,us,us,1937100
640e4fe5-2db3-446e-ac78-4cb04c020534,0.66,0.65,usd,amazon,us,us,18270
0dae8a14-3551-46c8-82b3-73f3e024f3a0,20.77,20.14,usd,paypal,us,us,4846660
3f76034f-0c69-481c-9421-7f223cde3096,1.15,1.15,usd,paypal,us,us-staging,12030
3f76034f-0c69-481c-9421-7f223cde3096,0.54,0.54,usd,amazon,us,us-staging,12030
